ICAO,IATA,Nome_Aeroporto,Cidade
BR-0513,,Executivo Airport,Cascavel
BR-0514,,Riviera Portofino Heliport,Piracaia
BR-0515,,Fazenda Horizonte Airstrip,Sonora
BR-0516,,Fazenda Tamanduá Airport,Brasnorte
BR-0517,,Hotel Golden Tulip BH Helipad,Belo Horizonte
BR-0518,,Natural Drinks Jarinu Heliport,Jarinu
BR-0519,,Tribuna Square Heliport,Santos
BR-0520,,Fazenda Triunfo Airport,Vila Bela da Santíssima Trindade
BR-0521,,Fazenda Miragem Airport,Sapezal
BR-0522,,Fazenda Fortaleza Airport,Santa Filomena
BR-0523,,Vale do Curuá Airport,Novo Progresso
BR-0524,,Santa Rosa Airport,Pacaraima
BR-0525,,Parque Logístico do Sudoeste Heliport,Vitória da Conquista
BR-0526,,Itaboraí Airport,Itaboraí
BR-0527,,Fazenda Sucuri Airport,Machadinho d'Oeste
BR-0528,,Valda Costa Heliport,Maragogi
BR-0529,,Fazenda São Pedro Airport,Nova Andradina
BR-0530,,S.M.S. Heliport,Campos do Jordão
BR-0531,,Clube Voart Airport,Araguaína
BR-0532,,Fazenda Cabeceira Verde Airport,Campos Lindos
BR-0533,,Conde Francisco Matarazzo Helipad,São Paulo
BR-0534,,Vitalli Airport,Avanhandava
BR-0535,,Vitalli Airport,Parelhas
BR-0536,,Palmeiras Airport,Corumbá
BR-0537,,SAPAN Airport,Pacaraima
BR-0538,,Fazenda Santa Maria Airport,São Desidério
BR-0539,,Fazenda São Sebastião Airport,Campo Novo do Parecis
BR-0540,,Pontal de Itapirapuan Heliport,Angra dos Reis
BR-0541,,Helicentro ALLTA Heliport,Barueri
BR-0542,,Milano Helipad,Florianópolis
BR-0543,,Caridade Hospital Helipad,Santa Maria
BR-0544,,Volkswagen São Carlos Heliport,São Carlos
BR-0545,,Clube de Voo Fazenda Novo Horizonte Airport,Itu
BR-0546,,Fazenda São Judas Tadeu Airport,Comodoro
BR-0547,,Fazenda Porto Ciriaco Airport,Aquidauana
BR-0548,,Fazenda Vista Alegre Airport,Novo Horizonte do Sul
BR-0549,,Jonis Pereco Airport,Buritizeiro
BR-0550,,Fazenda Lagoa Vermelha Airport,Guiratinga
BR-0551,,Pravda Helipad,Barueri
BR-0552,,Serra Branca Agrícola Airport,Uruçuí
BR-0553,,São José Airport,Campo Verde
BR-0554,,Fazenda Porteirinhas Airport,Curvelo
BR-0555,,Península Heliport,Brasília
BR-0556,,Business Center Renascença Helipad,São Luís
BR-0557,,Basalto Base 6 Heliport,Campinas
BR-0558,,Comercial Aquidabã Helipad,Campinas
BR-0559,,Fazenda Tapiraguaia Airport,Santa Terezinha
BR-0560,,Fazenda São Geraldo Airport,Caseara
BR-0561,,Ernesto Heliport,Pontes e Lacerda
BR-0562,,Fazenda Centro Oeste Airport,Nova Maringá
BR-0563,,Hospital Santa Isabel Helipad,Blumenau
BR-0564,,Fazenda Santa Terezinha Airport,Santa Rita do Trivelato
BR-0565,,Ecides Fires Airport,São Sebastião do Passé
BR-0566,,Dias Branco Heliport,Fortaleza
BR-0567,,Fazenda Nova Fronteira Airport,Barreiras do Piauí
BR-0569,VDC,Glauber de Andrade Rocha Airport,Vitória da Conquista
BR-0570,,Vila do Farol Heliport,Bombinhas
BR-0571,,Fazenda São João Airport,Alcinópolis
BR-0572,,Fazenda Savannah Airport,Cocos
BR-0573,,Vila do Carvalho Heliport,Ouro Preto
BR-0574,,Fazenda Sucuri Airport,Rio Brilhante
BR-0575,,Gerdau Heliport,Congonhas
BR-0576,,Valeu Boi Leilões Airport,Rio Maria
BR-0577,,COOPA-DF Airport,Brasília
BR-0578,,CEMIG Helipad,Belo Horizonte
BR-0579,,Palhano Premium Helipad.,Londrina
BR-0580,,Condor Helipad,Curitiba
BR-0581,,Estância Santa Maria Airport,Jacareacanga
BR-0582,,Fazenda Guará Airport,Jaborandi
BR-0583,,Luiz Aragão Airport,Tianguá
BR-0584,,Fazenda Reunidas Sococo Airport,Santa Isabel do Pará
BR-0585,,Empresarial Delman Helipad,Maceió
BR-0586,,Fazenda Ouro Verde Airport,Unaí
BR-0587,,Via Catarina Helipad,Palhoça
BR-0588,,Turim Heliport,Buíque
BR-0589,,Ages Heliport,Paripiranga
BR-0590,,Fazenda Centúria Vitória Airport,Formosa do Rio Preto
BR-0591,,Tree Bies Resort Heliport,Entre Rios
BR-0592,,Vila Don Patto Heliport,São Roque
BR-0593,,Hospital Municipal de Salvador Heliport,Salvador
BR-0594,,Seringueiras Tradição Heliport,Seringueiras
BR-0595,,Fazenda Romário Airport,Barbosa
BR-0596,,Fazenda Relu Airport,Gaúcha do Norte
BR-0597,,Maria Magalhães Airport,Porto União
BR-0598,,Sitio Cajuapara Airport,Itinga do Maranhão
BR-0599,,Fazenda São Diego Airport,Formosa do Rio Preto
BR-0600,,Linhares Geração S/A Heliport,Linhares
BR-0601,,Mater Dei - Contorno Hospital Helipad,Belo Horizonte
BR-0602,,Marrecão Heliport,Brusque
BR-0603,,Fazenda Vô Chico Airport,Jales
BR-0604,,Franciscus Airport,Divinópolis do Tocantins
BR-0605,,Jorge de Barros Carvalho Airport,Salto Grande
BR-0606,,Pousada Juruena Airstrip,Nova Bandeirantes
BR-0607,,Toca Airport,Santo Antônio de Goiás
BR-0608,,Fazenda Cachoeira Alta Airport,Paranatinga
BR-0609,,Fazenda Uirapuru Airstrip,Crixás do Tocantins
BR-0610,,Fazenda Santa Clara Heliport,Santana do Deserto
BR-0611,,Fazenda Vale Airport,Tapurah
BR-0612,,Alegria Alcolumbre Airport,Macapá
BR-0613,,Fazenda Requinte Airport,São Desidério
BR-0614,,Sementes Guerra Airport,Renascença
BR-0615,,Grupo IOWA Airport,São Desidério
BR-0616,,Fazenda Umburanas Heliport,Ibicuí
BR-0617,,Fazenda Cerradão Airport,Aparecida do Rio Doce
BR-0618,,Fazenda Guanabara Airport,Corumbá
BR-0619,,Fazenda Eldorado da Formosa Airport,Corumbá
BR-0620,,Fazenda Montani Airport,Baixa Grande do Ribeiro
BR-0621,,Fazenda Canoa Quebrada Airport,Grajaú
BR-0622,,18 do Forte Empresarial Helipad,Barueri
BR-0623,,Nanete Têxtil Heliport,Jaraguá do Sul
BR-0624,,Fiat Betim Heliport,Betim
BR-0625,,Tauana Heliport,Prado
BR-0626,,Fazenda Vale dos Sonhos Airport,Palestina de Goiás
BR-0627,,Marinas Portobello Heliport,Capitólio
BR-0628,,Fazenda Sossego Airport,Rosana
BR-0629,,Fazenda Paraíso Airport,Boa Vista
BR-0630,,Fazenda Pensamento Airport,Corumbá
BR-0631,,Fazenda Bela Vista Airport,Indiara
BR-0632,,Fazenda Centúria Austrália Airport,Formosa do Rio Preto
BR-0633,,Fazenda Califórnia Airport,São Félix do Xingu
BR-0634,,West Corp Helipad,Barueri
BR-0635,,Fazenda Copacabana Airport,Campo Alegre de Goiás
BR-0636,,Fazenda Canaã Airport,Canarana
BR-0637,,Hospital da Unimed Betim Helipad,Betim
BR-0638,,Projeto Brasil I Airport,Santa Rita de Cássia
BR-0639,,Fazenda Campo Alegre Airport,Palmeira do Piauí
BR-0640,,Hospital Marcio Cunha Heliport,Ipatinga
BR-0641,,Instituto de Ciências Náuticas Heliport,Maricá
BR-0642,,Pontal Airport,Pontal
BR-0643,,Laguna Iguaçu Helipad,Curitiba
BR-0644,,Fazenda Curuá Airport,Altamira
BR-0645,,Condomínio Aeronáutico Santos Dumont Airport,Elias Fausto
BR-0646,,Fecularia Lopes Airport,Itaúna do Sul
BR-0647,,Aldeia Airstrip,Borba
BR-0648,,Comary Heliport,Teresópolis
BR-0649,,Centro Administrativo da Bahia - CAB Heliport,Salvador
BR-0650,,Fazenda Barro Preto Airport,Corumbá
BR-0651,,Fazenda do Coronel Airport,Coração de Maria
BR-0652,,Águas Claras Official Residence Heliport II,Brasília
BR-0653,,Aeroagrícola Solo Airport,Paranapanema
BR-0654,,Thobias Landim Heliport,Guaíra
BR-0655,,Fazenda Baia Grande Airport,Rio Verde de Mato Grosso
BR-0656,,Condomínio Aéreo Santos Dumont Airport,Ji-Paraná
BR-0657,,Destilaria Tabu Airport,Caaporã
BR-0658,,Fazenda Vereda Heliport,Esmeraldas
BR-0659,,Heliponto do Zé,Ribeirão Preto
BR-0660,,Engevix Helipad,Barueri
BR-0661,,Associação Tocantinense de Aviação Airport,Porto Nacional
BR-0662,,Limão Helipad,São Paulo
BR-0663,,Paraná Experimental Aviation Club Airport,Ibiporã
BR-0664,,KKS-37 Heliport,Nova Iguaçu
BR-0665,,Boa Esperança Airport,Santa Luzia
BR-0666,,Fazenda São Fernando Heliport,Vassouras
BR-0667,,Fazenda São Félix Airport,Machadinho d'Oeste
BR-0668,,Fazenda Toca da Onça Airport,Jussara
BR-0669,,Fly Club Airport,Porto Seguro
BR-0670,,Fazenda Estrela Airport,Antônio João
BR-0671,,Fazenda Santa Maria Airport,Formosa do Rio Preto
BR-0672,,Fazenda Prata Airport,Rurópolis
BR-0673,,Fazenda Planalto Heliport,Trindade
BR-0674,,Office Tower Helipad,São Luís
BR-0675,,Fazenda Terra Way - VII Airport,Tabaporã
BR-0676,,Green Technology Heliport,Campo Largo
BR-0677,,Fazenda Fortaleza Airport,Novo Aripuanã
BR-0678,,Corporate Plaza Business Center Helipad,Fortaleza
BR-0679,,Fazenda Campo Grande Airport,Baianópolis
BR-0680,,André Guimarães Helipad,Lauro de Freitas
BR-0681,,Panco Guararema Helipad,Guararema
BR-0682,,Urbanova Heliport,São José dos Campos
BR-0683,,Fazenda São Gabriel Airport,Brasnorte
BR-0684,,Fazenda Cangaia Airport,Tailândia
BR-0685,,Das Américas Heliport,Rio de Janeiro
BR-0686,,Hyundai Piracicaba Heliport,Brasília
BR-0687,,Fazenda Galiléia Airport,Almas
BR-0689,,Fazenda Santa Rita Airport,Figueirópolis
BR-0690,,Agropecuária Zé Reis Airport,Palmeirópolis
BR-0691,,Fazenda Nova Esperança Airport.,Recursolândia
BR-0692,,Cabletech Heliport,Caçapava
BR-0693,,Eloy Biesuz Airport,Itapejara d'Oeste
BR-0694,,Fazenda Limeira Airport,"São João Da Paraúna,"
BR-0695,,Hospital Metropolitano de Belo Horizonte Helipad,Belo Horizonte
BR-0696,,Alpendre Eventos Heliport,Taubaté
BR-0697,,Carta Fabril 01 Heliport,Piraí
BR-0698,,Jardim de Angicos Airport,Jardim de Angicos
BR-0699,,Fazenda Agrorosso Airport,Miguel do Passa Quatro
BR-0700,,Haras Neves Heliport,Pedro Leopoldo
BR-0701,,Fazenda Pau D'Alho Airport,Nova Bandeirantes
BR-0702,,Carmel Hotels Helipad,São Gonçalo do Amarante
BR-0703,,Pachu Aviação Agrícola Airport,Olímpia
BR-0704,,YBYTU Heliport,Sapucaí-Mirim
BR-0705,,Fazenda Cascata Airport,Ipiranga do Norte
BR-0706,,Fazenda Estrela Airport,Alto Alegre
BR-0707,,Fazenda Meio Século Airport,Itaquiraí
BR-0708,,Brigadeiro Fábio Pereira da Silveira Airport,Tupaciguara
BR-0709,,Fazenda Pampili Airport,Três Lagoas
BR-0710,,lson Mateus Rodrigues Júnior Helipad,São José de Ribamar
BR-0711,,Fazenda Terra Roxa Airstrip,Santa Maria das Barreiras
BR-0712,,Fazenda San Cyro Airport,Sertão
BR-0713,,São Fernando Golf Club Heliport,Cotia
BR-0714,,Fazenda Pindorama Airport,Campo Novo do Parecis
BR-0715,,Granja 4 Irmãos Airport,Taim
BR-0716,,Fazenda Garimpinho Airport,Figueirão
BR-0717,,Palmares Airport,Delfinópolis
BR-0718,,Fazenda Nobel Pará Airport,Santana do Araguaia
BR-0719,,Fazenda Esparrame Airport,Figueirão
BR-0720,,Fazenda Padre Cícero Airport,Marabá
BR-0721,,Grupo Petrópolis Uberaba Heliport,Uberaba
BR-0722,,Fazenda São Judas Tadeu Airport,Santa Rita do Pardo
BR-0723,,Estância Mil Airport,Miranda
BR-0724,,Condomínio Liberty Airport,Montividiu
BR-0725,,Fazenda Nossa Senhora de Fátima Airport,Jaraguari
BR-0726,,Fazenda Tapyratynga Airport,Pimenteiras do Oeste
BR-0727,,André Textor Airport,Montividiu
BR-0728,,Centroar Airport,lores de Goiás
BR-0729,,Fazenda Taquarussu Airport,Caarapó
BR-0730,,Fazenda Santo Antônio Airport,Buriticupu
BR-0731,,GL Freire Heliport,Campinas
BR-0732,,Sinhozinho Macedo Heliport,Teresina
BR-0733,,Nova Vida Airport,Santana do Araguaia
BR-0734,,Fazenda Novo Progresso Airport,Altamira
BR-0735,,ANAMI Heliport,São José dos Pinhais
BR-0736,,Fazenda Porta do Céu Airport,Jaborandi
BR-0737,,Fazenda Santa Helena Airport,Rio Pardo
BR-0738,,Fazenda Santa Cláudia Heliport,Mairipotaba
BR-0739,,Fazenda Matrinchã Airport,Brasnorte
BR-0740,,Jerusalem Medical Center Helipad,Recife
BR-0741,,Fazenda Balada II Heliport,Bela Vista de Goiás
BR-0742,,Ypê Heliport,Amparo
BR-0743,,Aurora Heliport,Moji-Mirim
BR-0744,,Castelli Fazenda Sobradinho Airport,Correntina
BR-0745,,Fazenda Canaã Airport,Formosa do Rio Preto
BR-0746,,Ycambi Ranch Heliport,Caratinga
BR-0747,,Fazenda Estrela Airport,Baixa Grande do Ribeiro
BR-0748,,Fortunas Heliport,Fortuna de Minas
BR-0750,,Condomínio Milla Airport,Baixa Grande do Ribeiro
BR-0751,,Vinícola Don Guerino Heliport,Alto Feliz
BR-0752,,Pequi Metais Heliport,Pequi
BR-0753,,Fazenda São Carlos Airport,Paraíso das Águas
BR-0754,,Guará Heliport,Godofredo Viana
BR-0755,,On Grace Helipad,Rio de Janeiro
BR-0756,,Fazenda WSA Airport,General Carneiro
BR-0757,,Fazenda Montani Bahia Airport,São Desidério
BR-0758,,San Martin Airport,Campos dos Goytacazes
BR-0759,,Platinum Corporate Helipad,Fortaleza
BR-0760,,Fazenda Tunica Airport,Água Boa
BR-0761,,Reserva Pituba Airstrip,Coruripe
BR-0762,,PeterFrut Heliport,Venda Nova do Imigrante
BR-0763,,Fazenda Santa Rita Airstrip,Aquidauana
BR-0764,,Fazenda Carmen Airport,Corumbá
BR-0765,,Fazenda Nova Piúva Airstrip,Aquidauan
BR-0766,,FSA Airport,Nova Maringá
BR-0767,,Fazenda São Luís,Pimenteiras do Oeste
BR-0768,,Fazenda Santa Rita Airstrip,Campinas do Sul
BR-0769,,Fazenda Itiquira Airport,Itiquira
BR-0770,,BS Design Helipad,Fortaleza
BR-0771,,Fazenda Parnaguá Airstrip,Santa Filomena
BR-0772,,Fazenda Jacuba Airport,Mineiros
BR-0773,,Fazenda Querência Airport,Rio Verde de Mato Grosso
BR-0774,,Fazenda São Luiz Airport,Luís Eduardo Magalhães
BR-0775,,Aníbal Airport,Russas
BR-0776,,Fazenda Santa Luzia Airport,Aruanã
BR-0777,,Fazenda Cachoeirinha Airport,Caiapôni
BR-0778,,Fazenda Musa do Norte Airstrip,Francisco Sá
BR-0779,,Costa de Guadalupe Heliport,Sirinhaém
BR-0780,,Sitio Aeroportuário Esteirinha Airport,Goioerê
BR-0781,,Fazenda Arancuã Airport,Miranda
BR-0782,,Fazenda Pirizal Airport,Vila Bela da Santíssima Trindade
BR-0783,,Fazenda Água Azul Airport,Campo Verde
BR-0784,,Beverly Hills Heliport,Petrópolis
BR-0785,,Fazenda Pampa Alegre Airport,Itiquira
BR-0786,,E-Business Bosque Helipad,São Paulo
BR-0787,,Fazenda Catuaí,Juara
BR-0788,,Metropolitan Criciúma Helipad,Sapezal
BR-0789,,Domélia Airstrip,Agudos
BR-0790,,Columbia II Heliport,Fundão
BR-0791,,Fazenda Gaúcha do Norte Airport,Gaúcha do Norte
BR-0792,,Fazenda São Jorge Airport,Lambari D'oeste
BR-0793,,Hospital Estadual Dr. Jayme Santos Neves Heliport,Serra
BR-0794,,Santo Antônio das Furnas Airport,Santo Antônio do Leverger
BR-0795,,Fazenda Santa Cruz Heliport,Araras
BR-0796,,Aerobako Airport,Sinop
BR-0797,,Lagoa Grande Airport,Iramaia
BR-0798,,Lagoa Redonda Heliport,Fortaleza
BR-0799,,Derso Portilho Vieira Airport,São Félix do Araguaia
BR-0800,,NX GOLD Airport,Nova Xavantina
BR-0801,,Estância Primavera Airstrip,Alegrete
BR-0802,,Hospital Samaritano Heliport,Rio de Janeiro
BR-0803,,Heliponto Pina,Recife
BR-0804,,Instituto RB Heliport,Recife
BR-0805,,Vargas Heliport,Brusque
BR-0806,,Edifício Luxor Helipad,Sorocaba
BR-0807,,Fazenda Cachoeira do Bambuzal Airport,Itaguari
BR-0808,,Marina do Caraipé Airport,Tucuruí
BR-0809,,Usina César Filho Airport,Chupinguaia
BR-0810,,Fazenda Bandeirantes Airport,Nova Marilândia
BR-0811,,Fazenda Mourão Airport,Colniza
BR-0812,,Fly Lagos Airport,Cabo Frio
BR-0813,,Presidente Roosevelt Airport,Novo Aripuanã
BR-0814,,Fazenda Barcelona V Airport,Formosa do Rio Preto
BR-0815,,Fazenda Toca da Onça Airport,União do Sul
BR-0816,,Serra da Pintura Airport,Santa Fé de Goiás
BR-0817,,Fly Park Florianópolis,Florianópolis
BR-0818,,Galleria Corporate Helipad,Campinas
BR-0820,,Montes Claros de Goiás Airport,Montes Claros de Goiás
BR-0821,,Fazenda Santo Angelo Airport,Barra do Choça
BR-0822,,Salles Airport,Castanhal
BR-0823,,Do Crer Helipad,Goiânia
BR-0824,,Fazenda Central Airstrip,Aquidauana
BR-0825,,Fazenda  Caacupê Airport,Nioaque
BR-0827,,Fazenda Alvorada Airport,Araguaína
BR-0828,,Fazenda Joazeiro Airstrip,Corumbá
BR-0829,,Joca Viol Airport,Birigui
BR-0830,,Pequena Tiradentes Heliport,Tiradentes
BR-0831,,Pátio Victor Malzoni Helipad,São Paulo
BR-0832,,Barroco Lopes Heliport,Macaé
BR-0833,,Fazenda Coração do Brasil Airport,Pontes e Lacerda
BR-0834,,Fazenda São Pedro Airport,Unaí
BR-0835,,Fazenda Apucarana,Marabá
BR-0836,,Sítio Sobradinho Heliport,Parati
BR-0837,,Fazenda São Braz Heliport,Barra de Santo Antônio
BR-0838,,Fazenda São José Airport,Cáceres
BR-0839,,Brascan Century Plaza Green Valley Commercial Helipad,Barueri
BR-0840,,Fazenda Boqueirão de Cedro Airport,Arraias
BR-0841,,Romaer Aviação Agrícola Airport,Aral Moreira
BR-0842,,Fazenda Figueiral Airport,Corumbá
BR-0843,,Pagador Airport,Presidente Prudente
BR-0844,,Vale das Palmeiras Heliport,Macaé
BR-0845,,Cidade da Polícia Heliport,Rio de Janeiro
BR-0846,,Doutor Saulo Villela Airport,Juiz de Fora
BR-0847,,Vila Adail 2 Heliport,Elias Fausto
BR-0848,,Fazenda Santa Fé Airport,Tabocas do Brejo Velho
BR-0849,,Fazenda Espadim Airport,Paranhos
BR-0850,,Ecovias Imigrantes Heliport,São Bernardo do Campo
BR-0851,,Fazenda Chapadão Airport,Guarda-Mor
BR-0852,,Helicia Heliport,Simões Filho
BR-0853,,Fazenda Santa Eulina Airstrip,Corumbá
BR-0854,,CD 19 Helipad,Guarujá
BR-0855,,Asa Branca Airport,Tubarão
BR-0856,,Coroa do Avião Airport,Igarassu
BR-0857,,Fazenda Santa Marina II Airport,Campo Grande
BR-0858,,Fazenda Estiva Airport,Maracaju
BR-0859,,Sunset Airfield,São Francisco de Paula
BR-0860,,Fazenda Bom Jesus Airport,Pedra Preta
BR-0861,,FIESC Helipad,Florianópolis
BR-0862,,Fazenda Santa Maria Heliport,Cravinhos
BR-0863,,Fazenda Patropi,São Félix do Xingu
BR-0864,,Heliponto Conduspar,São José dos Pinhais
BR-0865,,Guidoni Heliport,São Domingos do Norte
BR-0866,,Alberi Juliani Airport,Lagoa da Confusão
BR-0867,,Rumenos Sarkis Simão Airport,Padre Bernardo
BR-0868,,Igarashi Heliport,Papanduva
BR-0869,,Fazenda Cardeiros Heliport,São Pedro da Aldeia
BR-0870,,Gandini Terras Heliport,Itu
BR-0871,,Pista Aldeia Kenjdã,Altamira
BR-0872,,Asa Branca Heliport,Gravatá
BR-0873,,Iguatemi Ribeirão Preto Helipad,Ribeirão Preto
BR-0874,,Fazenda Serra Grande Airport,Ribeiro Gonçalves
BR-0875,,Agropecuária São Bernardo Airport,São Miguel das Missões
BR-0876,,Fortesolo Heliport,Paranaguá
BR-0877,,Flamboyant II Helipad,Goiânia
BR-0878,,Gois Heliport,Valparaíso de Goiás
BR-0879,,Insólito Hotel Heliport,Armação de Búzios
BR-0880,,Jaru Tradição Heliport,Jaru
BR-0881,,Marina Beach Tower Helipad,Balneário Camboriú
BR-0882,,Federal District Public Security Secretary Helipad,Brasília
BR-0883,,Vilacóptero II Heliport,Vila Velha
BR-0884,,PFB Heliport,Aquiraz
BR-0885,,Fazenda Ouro Verde Airport,Juscimeira
BR-0886,,Tom Aviação Agrícola Ltda. Airstrip,Itápolis
BR-0887,,Lagoa Heliport,Eusébio
BR-0888,,Celeiro 1 Airport,Jaborandi
BR-0889,,Fazenda Dona Chica Airport,Osório
BR-0890,,Fazenda Santa Fé Airport,Guia Lopes da Laguna
BR-0891,,Civil Towers Helipad,Salvador
BR-0892,,"Marisol Helipad,",Jaraguá do Sul
BR-0893,,Fazenda Marrecão Airport,São Miguel do Guaporé
BR-0894,,Fazenda Paraíso Airport,Alfenas
BR-0895,,Bira Guimarães Heliport,Igaratá
BR-0896,,Ribeirão Cascalheira (Oliveira Silva) Airport,Ribeirão Cascalheira
BR-0897,,Antônio Costa da Silva Airport,Juruá
BR-0898,,Pousada Pirá-Açu Airstrip,Apuí
BR-0899,,Pousada Amazon Roosevelt Airport,Novo Aripuanã
BR-0900,,Presidente Médici International Airport,Rio Branco
BR-0901,,Fazenda Gaúcha Airport,Campo Novo do Parecis
BR-0902,,Fazenda Mina de Ouro Airport,Paranatinga
BR-0903,,VLI Tiplam Heliport,Santos
BR-0904,,Fazenda São Francisco Airport,Indiavaí
BR-0905,,SESC Serra Azul Airport,Rosário Oeste
BR-0906,,Fazenda Rio Xingú Airport,Santa Cruz do Xingu
BR-0907,,Fazenda Nascente Airport,Jaciara
BR-0908,,Fazenda Eldorado Airport,Gaúcha do Norte
BR-0909,,JK Business Center Helipad.,Palmas
BR-0910,,Fazenda Jatobá Heliport,Santo Antônio de Posse
BR-0911,,Jeep Heliport,Goiana
BR-0912,,Fazenda Cambay Airstrip,Juti
BR-0913,,Fazenda Capuame Airstrip,Camaçari
BR-0914,,Fazenda Tupancy Airport,Sapezal
BR-0915,,Fazenda Vitória Airport,Rio Verde de Mato Grosso
BR-0916,,Fazenda Retimar Airport,Iguatemi
BR-0917,,Vô Amantino Airport,Cláudia
BR-0918,,Fazenda Santa Paula Airport,Cáceres
BR-0919,,Fazenda Bang Bang Airport,São José do Xingu
BR-0920,,Cialne Irauçuba Airstrip,Irauçuba
BR-0921,,Fazenda JK Airport,Comodoro
BR-0922,,Estância do Sol Heliport,Arapongas
BR-0923,,Dal Molin Airport,Santa Izabel do Oeste
BR-0924,,Kinbor Helipad,Praia Grande
BR-0925,,Fazenda Rosa do Deserto Airstrip,Ubaíra
BR-0926,,Tabuleiro V Airport,Correntina
BR-0927,,JH Sementes Airport,Correntina
BR-0928,,Mucugê Village Resort Hotel Heliport,Porto Seguro
BR-0929,,Fazenda Flor da Serra Airport,Jaborandi
BR-0930,,Yamana Gold Heliport,Jacobina
BR-0931,,Fazenda Porto Rancho Heliport,Santa Cruz Cabrália
BR-0932,,Flights Ranch Airstrip,Santana
BR-0933,,Areia Branca Airport,Alto Araguaia
BR-0934,,Fazenda Água Boa Airport,Anastácio
BR-0935,,Fazenda Sararé Airport,Conquista d'Oeste
BR-0936,,Fazenda Vista Linda  Airport,Mucuri
BR-0937,,Kekafly III Helipad,Brusque
BR-0938,,Fazenda Belizário Airport,Riachão das Neves
BR-0939,,Alves e Moura Heliport,Bezerros
BR-0940,,Lytorânea Heliport,Itaguaí
BR-0941,,Fazenda Santa Clara Airport,Bom Jesus
BR-0942,,Fazenda Tabaroa Airport,Águas de Santa Bárbara
BR-0943,,VOCP Helipad,São Paulo
BR-0944,,Monte das Acácias Heliport,Gravatá
BR-0945,,Dois Rios Airport,Humaitá
BR-0946,,Fazenda Santo Expedito IV Airport,Rio Sono
BR-0947,,Punta Del Este Heliport,Sertaneja
BR-0948,,Canto da Praia Helipad,Itapema
BR-0949,,Fazenda Imperial Airport,Sebastião Leal
BR-0950,,Honda Automóveis Heliport,Sumaré
BR-0951,,Marina Igararecê Helipad,São Sebastião
BR-0952,,Fazenda Siriema Airport,Santo Antônio do Leverger
BR-0953,,Aviação Agrícola Manain Airport,Sinop
BR-0954,,Fazenda Morro Vermelho Airport,Ribeirão Claro
BR-0955,,Fazenda Califórnia Airstrip,Camapuã
BR-0956,,Pedreira Maria Teresa LTDA Helipad,São Vicente
BR-0957,,Asas do Ar Airport,Brasília
BR-0958,,Campo Nuic Airport,Bom Jardim da Serra
BR-0959,,Radin Helipad,São Gonçalo do Sapucaí
BR-0960,,Heliponto N&F,Serra
BR-0961,,Fazenda Bela Vista do Caronal Airstrip,Corumbá
BR-0962,,Tamanduá Bandeira - MC Airstrip,Ribas do Rio Pardo
BR-0963,,Fazenda Maravilha Airport,Arapoema
BR-0964,,Comandante Nelinho Airport,Araranguá
BR-0965,,Innovare Hotel Helipad,Brusque
BR-0966,,Fazenda Santa Rosa Airport,Cáceres
BR-0967,,Fazenda Grupo Nissey Airport,Cáceres
BR-0968,,Irmãos Hort Heliport,Brusque
BR-0969,,Fazenda Nova Baús Airport,Mineiros
BR-0970,,Morro do Chapeú Heliport,Nova Lima
BR-0971,,Fazenda Primavera Airport,Canavieiras
BR-0972,,DIMEP Helipad,São Paulo
BR-0973,,Praiamar Helipad,Santos
BR-0974,,Suinobras Airport,Diamantino
BR-0975,,Fazenda Onça Parda Airport,Novo Horizonte do Sul
